Géographie;Système de classification des industries de l'Amérique du Nord (SCIAN);Ajustements;Période de référence;Ventes totles du commerce de détil
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mai-23;3 528 608
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juin-23;3 471 305
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juil-23;3 514 043
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;août-23;3 481 769
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;sept-23;3 428 123
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;oct-23;3 510 684
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;nov-23;3 604 622
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;déc-23;3 482 713
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;janv-24;3 450 857
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;févr-24;3 477 661
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mars-24;3 400 149
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;avr-24;3 490 261
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mai-24;3 454 891
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juin-24;3 493 184
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juil-24;3 572 410
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;août-24;3 612 805
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;sept-24;3 593 110
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;oct-24;3 620 219
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;nov-24;3 638 192
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;déc-24;3 844 652
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;janv-25;3 800 578B
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;févr-25;3 697 055B
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;févr-22;2 590 480
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mars-22;2 639 584
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;avr-22;2 546 955
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mai-22;2 674 733
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juin-22;2 700 836
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juil-22;2 642 408
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;août-22;2 648 434
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;sept-22;2 697 723
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;oct-22;2 663 308
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;nov-22;2 686 276
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;déc-22;2 626 006
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;janv-23;2 684 070
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;févr-23;2 724 994
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mars-23;2 727 588
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;avr-23;2 719 437
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mai-23;2 714 234
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juin-23;2 668 526
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juil-23;2 673 074
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;août-23;2 670 862
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;sept-23;2 661 153
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;oct-23;2 695 833
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;nov-23;2 784 335
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;déc-23;2 661 893
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;janv-24;2 636 082
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;févr-24;2 675 873
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mars-24;2 632 782
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;avr-24;2 697 008
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;mai-24;2 672 446
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juin-24;2 712 497
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;juil-24;2 764 540
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;août-24;2 784 452
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;sept-24;2 782 445
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;oct-24;2 792 850
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;nov-24;2 814 157
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;déc-24;2 952 075
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;janv-25;2 948 687B
Canada;Détaillants de vêtements et d'accessoires vestimentaires  [4581];Désaisonnalisées;févr-25;2 857 427B
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;févr-22;326 043
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mars-22;351 794
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;avr-22;344 889
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mai-22;377 720
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juin-22;384 375
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juil-22;349 460
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;août-22;373 832
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;sept-22;391 658
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;oct-22;382 078
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;nov-22;394 961
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;déc-22;405 861
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;janv-23;412 262
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;févr-23;406 543
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mars-23;400 220
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;avr-23;426 445B
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mai-23;407 626
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juin-23;408 405
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juil-23;436 708
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;août-23;408 833
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;sept-23;394 524
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;oct-23;422 673
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;nov-23;414 369B
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;déc-23;414 850
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;janv-24;413 175
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;févr-24;409 972
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mars-24;395 522
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;avr-24;402 587
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;mai-24;397 701
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juin-24;392 591
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;juil-24;403 344
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;août-24;430 665
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;sept-24;398 806
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;oct-24;405 040
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;nov-24;409 629
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;déc-24;464 985
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;janv-25;401 618
Canada;Détaillants de chaussures  [4582];Désaisonnalisées;févr-25;393 991B
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;févr-22;397 038
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mars-22;406 132
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;avr-22;409 210
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mai-22;374 150
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juin-22;408 411
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juil-22;393 053
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;août-22;392 618
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;sept-22;398 061
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;oct-22;384 285
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;nov-22;375 166
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;déc-22;373 769
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;janv-23;354 324
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;févr-23;393 724
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mars-23;401 458
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;avr-23;401 466
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mai-23;406 749
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juin-23;394 374
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juil-23;404 260
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;août-23;402 074
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;sept-23;372 446
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;oct-23;392 178
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;nov-23;405 918
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;déc-23;405 970
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;janv-24;401 599
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;févr-24;391 815
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mars-24;371 845
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;avr-24;390 666
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;mai-24;384 744
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juin-24;388 096
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;juil-24;404 526
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;août-24;397 688
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;sept-24;411 859
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;oct-24;422 330
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;nov-24;414 406
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;déc-24;427 591
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;janv-25;450 273
Canada;Bijouteries et détaillants de bagages et de maroquinerie  [4583];Désaisonnalisées;févr-25;445 637B
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;févr-22;3 730 854
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mars-22;3 817 271
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;avr-22;4 027 822
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mai-22;3 922 419
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juin-22;3 971 202
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juil-22;3 917 776
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;août-22;3 916 983
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;sept-22;3 956 785
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;oct-22;3 883 638
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;nov-22;3 865 471
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;déc-22;3 913 081
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;janv-23;3 968 126
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;févr-23;3 844 245
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mars-23;3 926 013
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;avr-23;3 897 250
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mai-23;3 960 580
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juin-23;3 877 287
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juil-23;3 876 876
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;août-23;3 820 096
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;sept-23;3 722 577
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;oct-23;3 724 720
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;nov-23;3 721 840
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;déc-23;3 651 212
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;janv-24;3 670 713
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;févr-24;3 619 646
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mars-24;3 612 042
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;avr-24;3 877 042
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;mai-24;3 706 634
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juin-24;3 698 511
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;juil-24;3 733 521
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;août-24;3 765 046
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;sept-24;3 806 073
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;oct-24;3 861 222
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;nov-24;3 856 257
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;déc-24;3 975 915
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;janv-25;3 927 175B
Canada;Détaillants d'articles de sport et de passe-temps et d'instruments de musique et de détails divers  [459];Désaisonnalisées;févr-25;3 967 183B
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 3;Désaisonnalisées;févr-22;1 366 799
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 4;Désaisonnalisées;mars-22;1 388 589
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 5;Désaisonnalisées;avr-22;1 396 471
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 6;Désaisonnalisées;mai-22;1 398 953
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 7;Désaisonnalisées;juin-22;1 406 684
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 8;Désaisonnalisées;juil-22;1 384 105
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 9;Désaisonnalisées;août-22;1 435 497
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 10;Désaisonnalisées;sept-22;1 419 880
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 11;Désaisonnalisées;oct-22;1 394 604
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 12;Désaisonnalisées;nov-22;1 385 094
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 13;Désaisonnalisées;déc-22;1 404 427
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 14;Désaisonnalisées;janv-23;1 475 631
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 15;Désaisonnalisées;févr-23;1 411 736
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 16;Désaisonnalisées;mars-23;1 379 262
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 17;Désaisonnalisées;avr-23;1 389 821
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 18;Désaisonnalisées;mai-23;1 373 486
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 19;Désaisonnalisées;juin-23;1 358 828
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 20;Désaisonnalisées;juil-23;1 381 546
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 21;Désaisonnalisées;août-23;1 374 378
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 22;Désaisonnalisées;sept-23;1 342 397
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 23;Désaisonnalisées;oct-23;1 358 741
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 24;Désaisonnalisées;nov-23;1 374 431
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 25;Désaisonnalisées;déc-23;1 296 185
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 26;Désaisonnalisées;janv-24;1 307 351
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 27;Désaisonnalisées;févr-24;1 301 812
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 28;Désaisonnalisées;mars-24;1 326 579
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 29;Désaisonnalisées;avr-24;1 322 207
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 30;Désaisonnalisées;mai-24;1 339 887
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 31;Désaisonnalisées;juin-24;1 333 970
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 32;Désaisonnalisées;juil-24;1 326 838
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 33;Désaisonnalisées;août-24;1 316 056
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 34;Désaisonnalisées;sept-24;1 349 414
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 35;Désaisonnalisées;oct-24;1 324 464
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 36;Désaisonnalisées;nov-24;1 292 850
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 37;Désaisonnalisées;déc-24;1 387 373
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 38;Désaisonnalisées;janv-25;1 336 330
Canada;Détaillants d'articles de sport, de passe-temps, d'instruments de musique, librairies et marchands de journaux  [459A] 39;Désaisonnalisées;févr-25;1 317 643
Canada;Détaillants divers  [459B] 3;Désaisonnalisées;févr-22;2 364 055
Canada;Détaillants divers  [459B] 4;Désaisonnalisées;mars-22;2 428 681
Canada;Détaillants divers  [459B] 5;Désaisonnalisées;avr-22;2 631 352
Canada;Détaillants divers  [459B] 6;Désaisonnalisées;mai-22;2 523 465
Canada;Détaillants divers  [459B] 7;Désaisonnalisées;juin-22;2 564 518
Canada;Détaillants divers  [459B] 8;Désaisonnalisées;juil-22;2 533 671
Canada;Détaillants divers  [459B] 9;Désaisonnalisées;août-22;2 481 486
Canada;Détaillants divers  [459B] 10;Désaisonnalisées;sept-22;2 536 904
Canada;Détaillants divers  [459B] 11;Désaisonnalisées;oct-22;2 489 034
Canada;Détaillants divers  [459B] 12;Désaisonnalisées;nov-22;2 480 377
Canada;Détaillants divers  [459B] 13;Désaisonnalisées;déc-22;2 508 654
Canada;Détaillants divers  [459B] 14;Désaisonnalisées;janv-23;2 492 496
Canada;Détaillants divers  [459B] 15;Désaisonnalisées;févr-23;2 432 509
Canada;Détaillants divers  [459B] 16;Désaisonnalisées;mars-23;2 546 751
Canada;Détaillants divers  [459B] 17;Désaisonnalisées;avr-23;2 507 429
Canada;Détaillants divers  [459B] 18;Désaisonnalisées;mai-23;2 587 094
Canada;Détaillants divers  [459B] 19;Désaisonnalisées;juin-23;2 518 459
Canada;Détaillants divers  [459B] 20;Désaisonnalisées;juil-23;2 495 330
Canada;Détaillants divers  [459B] 21;Désaisonnalisées;août-23;2 445 718
Canada;Détaillants divers  [459B] 22;Désaisonnalisées;sept-23;2 380 180
Canada;Détaillants divers  [459B] 23;Désaisonnalisées;oct-23;2 365 978
Canada;Détaillants divers  [459B] 24;Désaisonnalisées;nov-23;2 347 408
Canada;Détaillants divers  [459B] 25;Désaisonnalisées;déc-23;2 355 027
Canada;Détaillants divers  [459B] 26;Désaisonnalisées;janv-24;2 363 362
Canada;Détaillants divers  [459B] 27;Désaisonnalisées;févr-24;2 317 834
Canada;Détaillants divers  [459B] 28;Désaisonnalisées;mars-24;2 285 462
Canada;Détaillants divers  [459B] 29;Désaisonnalisées;avr-24;2 554 835
Canada;Détaillants divers  [459B] 30;Désaisonnalisées;mai-24;2 366 747
Canada;Détaillants divers  [459B] 31;Désaisonnalisées;juin-24;2 364 541
Canada;Détaillants divers  [459B] 32;Désaisonnalisées;juil-24;2 406 683
Canada;Détaillants divers  [459B] 33;Désaisonnalisées;août-24;2 448 990
Canada;Détaillants divers  [459B] 34;Désaisonnalisées;sept-24;2 456 659
Canada;Détaillants divers  [459B] 35;Désaisonnalisées;oct-24;2 536 758B
Canada;Détaillants divers  [459B] 36;Désaisonnalisées;nov-24;2 563 407B
Canada;Détaillants divers  [459B] 37;Désaisonnalisées;déc-24;2 588 541B
Canada;Détaillants divers  [459B] 38;Désaisonnalisées;janv-25;2 590 844B
Canada;Détaillants divers  [459B] 39;Désaisonnalisées;févr-25;2 649 540B
Canada;Détaillants de cannabis  [459993] 4;Désaisonnalisées;févr-22;359 591
Canada;Détaillants de cannabis  [459993] 5;Désaisonnalisées;mars-22;365 866
Canada;Détaillants de cannabis  [459993] 6;Désaisonnalisées;avr-22;379 161
Canada;Détaillants de cannabis  [459993] 7;Désaisonnalisées;mai-22;376 966
Canada;Détaillants de cannabis  [459993] 8;Désaisonnalisées;juin-22;381 329
Canada;Détaillants de cannabis  [459993] 9;Désaisonnalisées;juil-22;376 715
Canada;Détaillants de cannabis  [459993] 10;Désaisonnalisées;août-22;370 146
Canada;Détaillants de cannabis  [459993] 11;Désaisonnalisées;sept-22;381 877
Canada;Détaillants de cannabis  [459993] 12;Désaisonnalisées;oct-22;381 556
Canada;Détaillants de cannabis  [459993] 13;Désaisonnalisées;nov-22;382 550
Canada;Détaillants de cannabis  [459993] 14;Désaisonnalisées;déc-22;409 753
Canada;Détaillants de cannabis  [459993] 15;Désaisonnalisées;janv-23;407 375
